Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2023,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,230700042,1
2022,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220100008,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500071,1
2022,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,220100016,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000023,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700068,1
2021,JAN,U.S. Border Patrol,Coastal/Interior,Special Operations Group,210100056,4
2021,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,210800035,1
2022,APR,U.S. Border Patrol,Southern Border,Big Bend Sector,220400018,1
2024,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,240500047,1
2023,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,231200029,1
2022,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,220200009,1
2021,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,210200068,1
2022,DEC,Office of Field Operations,Southern Border,Laredo Field Office,221200080,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300057,1
2021,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,210600095,1
2023,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,230700073,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000050,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500042,1
2023,SEP,Office of Field Operations,Southern Border,Tucson Field Office,230900080,1
2022,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,220600023,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700079,1
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700052,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100076,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500075,3
2022,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,221200030,1
2021,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,210600021,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200049,6
2022,JAN,Office of Field Operations,Southern Border,Tucson Field Office,220100101,1
2024,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240300029,1
2023,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,230700048,2
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100080,2
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100059,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800019,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200041,1
2021,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,210700026,1
2024,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,240800005,1
2023,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,231000062,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400037,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400024,1
2024,DEC,Office of Field Operations,Southern Border,Laredo Field Office,241200061,1
2021,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210100040,1
2024,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,240800073,2
2024,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,240600055,1
2021,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,210900011,1
2024,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,240600005,1
2023,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,230100050,1
2021,APR,U.S. Border Patrol,Southern Border,Laredo Sector,210400037,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200043,1
2022,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,220900076,1
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700054,1
2023,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,230800055,1
2024,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240500055,1
2024,APR,U.S. Border Patrol,Southern Border,Tucson Sector,240400071,1
2022,MAR,U.S. Border Patrol,Southern Border,Big Bend Sector,220300104,1
2021,NOV,Office of Field Operations,Southern Border,San Diego Field Office,211100076,2
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000055,1
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700045,1
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000018,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100062,1
2023,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,230800101,1
2023,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,230600056,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200075,1
2024,JUL,Office of Field Operations,Southern Border,Laredo Field Office,240700005,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400034,1
2024,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,240900017,2
2021,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211100045,1
2021,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,210300066,3
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100003,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900016,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500039,1
2022,APR,Office of Field Operations,Southern Border,San Diego Field Office,220400111,1
2024,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,240200026,1
2023,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,230800083,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200057,1
2022,DEC,U.S. Border Patrol,Southern Border,Yuma Sector,221200078,1
2021,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210200033,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600024,1
2024,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,240500048,2
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200028,1
2024,APR,U.S. Border Patrol,Southern Border,San Diego Sector,240400055,1
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600047,2
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100050,1
2021,DEC,Office of Field Operations,Northern Border,Boston Field Office,211200048,1
2021,AUG,Office of Field Operations,Southern Border,Tucson Field Office,210800089,2
2024,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,240800040,1
2023,JAN,Office of Field Operations,Southern Border,El Paso Field Office,230100007,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600036,1
2024,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,240500080,1
2023,JUL,Office of Field Operations,Southern Border,Laredo Field Office,230700089,1
2021,JUN,Office of Field Operations,Southern Border,San Diego Field Office,210600104,1
2024,JUL,Office of Field Operations,Coastal/Interior,Houston Field Office,240700083,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900057,1
2021,DEC,Office of Field Operations,Southern Border,San Diego Field Office,211200056,1
2022,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,220300035,1
2024,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240600033,1
2022,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,220900072,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000096,1
2022,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220200030,1
2021,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,210600041,1
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900082,1
2023,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,231000048,1
2022,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220100043,1
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600064,1
2023,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,230600005,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700068,1
2024,APR,U.S. Border Patrol,Southern Border,Yuma Sector,240400075,2
2023,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,230100033,1
2022,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,220900069,1
2023,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230600053,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100062,1
2021,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210600051,1
2024,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,240100055,1
2021,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,210800055,2
2022,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,220600021,1
2023,NOV,U.S. Border Patrol,Southern Border,Del Rio Sector,231100017,1
2024,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,240500014,2
2022,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,220600024,1
2022,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,220700090,1
2024,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,240700034,1
2023,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,230200098,1
2022,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,220300056,1
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600012,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800064,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400028,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700076,1
2023,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,231000036,1
2023,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,230800024,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900025,2
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100081,1
2023,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,230100012,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200051,4
2021,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211200033,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100078,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200045,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500078,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900037,1
2023,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,231000009,1
2021,APR,U.S. Border Patrol,Southern Border,El Paso Sector,210400034,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400026,3
2021,JUL,Office of Field Operations,Southern Border,Laredo Field Office,210700066,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500092,1
2022,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,220100087,3
2024,OCT,U.S. Border Patrol,Southern Border,Big Bend Sector,241000015,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200081,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900024,2
2022,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,220300063,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100026,1
2021,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,210900052,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100043,4
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200070,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700029,1
2021,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,210600043,2
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400094,1
2021,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,211200010,2
2021,JUL,Office of Field Operations,Northern Border,Detroit Field Office,210700079,1
2024,SEP,U.S. Border Patrol,Coastal/Interior,Ramey Sector,240900041,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500068,1
2024,MAY,Office of Field Operations,Southern Border,Laredo Field Office,240500090,3
2021,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,210200065,1
2022,JUN,Office of Field Operations,Southern Border,El Paso Field Office,220600079,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200003,1
2024,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,240300022,2
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200085,1
2021,AUG,U.S. Border Patrol,Southern Border,Big Bend Sector,210800006,2
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200069,2
2023,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230200066,1
2021,FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,210200004,1
2021,APR,U.S. Border Patrol,Southern Border,El Paso Sector,210400030,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300051,1
2021,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,210200014,1
2021,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,210500038,1
2021,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210800045,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900020,2
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900093,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200077,1
2024,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,240900014,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200004,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200002,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100056,2
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700048,1
2024,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,240100021,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700027,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400041,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200082,2
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800024,3
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700074,1
2021,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,211100016,1
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000071,2
2022,MAR,U.S. Border Patrol,Southern Border,Yuma Sector,220300105,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100058,1
2024,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,241000051,1
2023,MAR,U.S. Border Patrol,Southern Border,Big Bend Sector,230300012,1
2023,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,230800078,1
2021,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,211000011,1
2023,APR,U.S. Border Patrol,Southern Border,San Diego Sector,230400072,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400047,1
2022,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,220500014,3
2023,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,230300024,1
2024,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,241000068,2
2024,JUN,Office of Field Operations,Northern Border,Detroit Field Office,240600080,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300047,1
2021,AUG,Office of Field Operations,Southern Border,San Diego Field Office,210800085,1
2023,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,230200106,1
2021,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,210300025,1
2021,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210600052,1
2021,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,210700046,1
2024,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,241000056,2
2024,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,240700024,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300052,1
2021,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,210300065,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500096,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400052,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400048,2
2022,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,220300008,2
2021,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210100043,1
2021,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,210300015,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900026,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100063,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500051,4
2022,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220900059,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300104,1
2023,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,230800005,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900012,3
2024,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240400046,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200079,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900027,1
2023,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,230900038,1
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600015,1
2021,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,210500010,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400002,2
2024,MAR,Office of Field Operations,Southern Border,Laredo Field Office,240300065,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400041,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200078,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100061,2
2021,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,211200023,1
2023,AUG,Office of Field Operations,Southern Border,El Paso Field Office,230800111,1
